Id,Fuente,Petición (Tiempo),Método,URL,Código,Razón,RTT,Respuesta (Tamaño del cuerpo),Alerta mayor,Nota,Etiquetas
245,Proxy,Thu Dec 29 18:05:28 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSLAnzwK431sSzJBIFDadjbpgSBQ1d1JmTEgUNvctyNBIFDeWPoDkSBQ0kYNx5?alt=proto,200,OK,488,64,Bajo,false,
246,Proxy,Thu Dec 29 18:05:56 PET 2022,POST,http://localhost:45100/checkcrearcurso,302,Found,23,78,,false,
247,Proxy,Thu Dec 29 18:05:56 PET 2022,GET,http://localhost:45100/vercursos?msg=ok,200,OK,109,3677,,false,
248,Proxy,Thu Dec 29 18:05:56 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,8,0,,false,
249,Proxy,Thu Dec 29 18:05:56 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,11,0,,false,
250,Proxy,Thu Dec 29 18:05:56 PET 2022,GET,https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css,200,OK,3939,144877,Medio,false,Comment
251,Proxy,Thu Dec 29 18:06:09 PET 2022,GET,http://localhost:45100/tabla/44,200,OK,138,2435,Medio,false,"Form,Script,Comment"
252,Proxy,Thu Dec 29 18:06:09 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,3,0,,false,
253,Proxy,Thu Dec 29 18:06:09 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,13,0,,false,
254,Proxy,Thu Dec 29 18:06:10 PET 2022,GET,https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css,200,OK,1386,144877,Medio,false,Comment
255,Proxy,Thu Dec 29 18:06:12 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSEAkWwIpXM-gjYBIFDZuykcE=?alt=proto,200,OK,520,16,Bajo,false,
256,Proxy,Thu Dec 29 18:06:14 PET 2022,POST,http://localhost:45100/agregaralumno/44,302,Found,24,62,,false,
257,Proxy,Thu Dec 29 18:06:14 PET 2022,GET,http://localhost:45100/tabla/44,200,OK,102,2756,Medio,false,"Form,Script,Comment"
258,Proxy,Thu Dec 29 18:06:14 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,5,0,,false,
259,Proxy,Thu Dec 29 18:06:14 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,8,0,,false,
260,Proxy,Thu Dec 29 18:06:14 PET 2022,GET,https://picsum.photos/300,302,Found,384,0,,false,
264,Proxy,Thu Dec 29 18:06:16 PET 2022,POST,http://localhost:45100/agregaralumno/44,302,Found,29,62,,false,
265,Proxy,Thu Dec 29 18:06:16 PET 2022,GET,http://localhost:45100/tabla/44,200,OK,97,3082,,false,
266,Proxy,Thu Dec 29 18:06:16 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,7,0,,false,
267,Proxy,Thu Dec 29 18:06:16 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,8,0,,false,
268,Proxy,Thu Dec 29 18:06:17 PET 2022,GET,https://picsum.photos/300,302,Found,258,0,,false,
272,Proxy,Thu Dec 29 18:06:29 PET 2022,GET,http://localhost:45100/vercursos,200,OK,145,3677,Medio,false,"Script,Comment"
273,Proxy,Thu Dec 29 18:06:29 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,4,0,,false,
274,Proxy,Thu Dec 29 18:06:29 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,8,0,,false,
275,Proxy,Thu Dec 29 18:06:48 PET 2022,GET,http://localhost:45100/modify/44,200,OK,134,2429,Medio,false,"Form,Comment"
276,Proxy,Thu Dec 29 18:06:48 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,11,0,,false,
277,Proxy,Thu Dec 29 18:06:48 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,14,0,,false,
278,Proxy,Thu Dec 29 18:06:48 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,7,0,,false,
279,Proxy,Thu Dec 29 18:06:48 PET 2022,GET,https://fonts.gstatic.com/s/mulish/v12/1Pttg83HX_SGhgqk2jovaqQ.woff2,200,OK,424,29156,Medio,false,Comment
280,Proxy,Thu Dec 29 18:06:48 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSJQm7FVGunlo_3BIFDV3UmZMSBQ29y3I0EgUN5Y-gORIFDSRg3Hk=?alt=proto,200,OK,1506,52,Bajo,false,
281,Proxy,Thu Dec 29 18:07:32 PET 2022,POST,http://localhost:45100/checkupdatecurso/44,302,Found,17,64,,false,
282,Proxy,Thu Dec 29 18:07:32 PET 2022,GET,http://localhost:45100/vercursos,200,OK,138,3697,Medio,false,"Script,Comment"
283,Proxy,Thu Dec 29 18:07:32 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,8,0,,false,
284,Proxy,Thu Dec 29 18:07:32 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,11,0,,false,
285,Proxy,Thu Dec 29 18:07:46 PET 2022,GET,http://localhost:45100/verhorario/44/Algebra%20Lineal%20Numerica%20Veranito,200,OK,216,2881,Medio,false,"Form,Comment"
287,Proxy,Thu Dec 29 18:07:46 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,9,0,,false,
288,Proxy,Thu Dec 29 18:07:46 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,12,0,,false,
289,Proxy,Thu Dec 29 18:07:46 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,7,0,,false,
290,Proxy,Thu Dec 29 18:07:55 PET 2022,POST,http://localhost:45100/crearhorariochecked/44/Algebra%20Lineal%20Numerica%20Veranito,302,Found,14,150,,false,
292,Proxy,Thu Dec 29 18:07:55 PET 2022,GET,http://localhost:45100/verhorario/44/Algebra%20Lineal%20Numerica%20Veranito,200,OK,181,3113,,false,
293,Proxy,Thu Dec 29 18:07:55 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,5,0,,false,
294,Proxy,Thu Dec 29 18:07:55 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,10,0,,false,
295,Proxy,Thu Dec 29 18:07:55 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,6,0,,false,
296,Proxy,Thu Dec 29 18:08:15 PET 2022,POST,http://localhost:45100/crearhorariochecked/44/Algebra%20Lineal%20Numerica%20Veranito,302,Found,30,150,,false,
297,Proxy,Thu Dec 29 18:08:15 PET 2022,GET,http://localhost:45100/verhorario/44/Algebra%20Lineal%20Numerica%20Veranito,200,OK,138,3349,,false,
298,Proxy,Thu Dec 29 18:08:15 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,9,0,,false,
299,Proxy,Thu Dec 29 18:08:15 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,11,0,,false,
300,Proxy,Thu Dec 29 18:08:15 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,14,0,,false,
301,Proxy,Thu Dec 29 18:08:38 PET 2022,GET,http://localhost:45100/deleteschedule/44/43/Algebra%20Lineal%20Numerica%20Veranito,302,Found,21,150,,false,
304,Proxy,Thu Dec 29 18:08:38 PET 2022,GET,http://localhost:45100/verhorario/44/Algebra%20Lineal%20Numerica%20Veranito,200,OK,211,3117,Medio,false,"Form,Comment"
305,Proxy,Thu Dec 29 18:08:38 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,11,0,,false,
306,Proxy,Thu Dec 29 18:08:38 PET 2022,GET,http://localhost:45100/stylesheets/style-bar.css,304,Not Modified,13,0,,false,
307,Proxy,Thu Dec 29 18:08:38 PET 2022,GET,http://localhost:45100/stylesheets/style-create.css,304,Not Modified,17,0,,false,
308,Proxy,Thu Dec 29 18:09:08 PET 2022,GET,http://localhost:45100/vercursos,304,Not Modified,490,0,,false,
309,Proxy,Thu Dec 29 18:09:09 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,9,0,,false,
310,Proxy,Thu Dec 29 18:09:09 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,11,0,,false,
311,Proxy,Thu Dec 29 18:09:12 PET 2022,GET,http://localhost:45100/vercalendario/44,200,OK,110,2852,Medio,false,"Script,Comment"
312,Proxy,Thu Dec 29 18:09:12 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,9,0,,false,
313,Proxy,Thu Dec 29 18:09:12 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,11,0,,false,
314,Proxy,Thu Dec 29 18:09:12 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/html2pdf.js/0.10.1/html2pdf.bundle.min.js,200,OK,8847,905956,Medio,false,"Script,Comment"
315,Proxy,Thu Dec 29 18:09:22 PET 2022,GET,http://localhost:45100/vercalendario/44,304,Not Modified,109,0,,false,
316,Proxy,Thu Dec 29 18:09:23 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,5,0,,false,
317,Proxy,Thu Dec 29 18:09:23 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,12,0,,false,
318,Proxy,Thu Dec 29 18:09:23 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/jspdf/1.3.4/jspdf.debug.js,200,OK,16858,602210,Medio,false,Comment
319,Proxy,Thu Dec 29 18:09:23 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/html2pdf.js/0.10.1/html2pdf.bundle.min.js,200,OK,22594,905956,Medio,false,"Script,Comment"
320,Proxy,Thu Dec 29 18:09:12 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/jspdf/1.3.4/jspdf.debug.js,200,OK,33710,602210,Medio,false,Comment
321,Proxy,Thu Dec 29 18:11:53 PET 2022,GET,http://localhost:45100/vercursos,304,Not Modified,176,0,,false,
322,Proxy,Thu Dec 29 18:11:53 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,4,0,,false,
323,Proxy,Thu Dec 29 18:11:53 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,9,0,,false,
324,Proxy,Thu Dec 29 18:11:54 PET 2022,GET,http://localhost:45100/tabla/44,304,Not Modified,126,0,,false,
325,Proxy,Thu Dec 29 18:11:55 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,9,0,,false,
326,Proxy,Thu Dec 29 18:11:55 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,11,0,,false,
327,Proxy,Thu Dec 29 18:11:55 PET 2022,GET,https://picsum.photos/300,302,Found,408,0,,false,
328,Proxy,Thu Dec 29 18:11:55 PET 2022,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTA4LjAuNTM1OS4xMjUSEAkWwIpXM-gjYBIFDZuykcE=?alt=proto,200,OK,768,16,Bajo,false,
332,Proxy,Thu Dec 29 18:12:37 PET 2022,GET,http://localhost:45100/vercursos,304,Not Modified,204,0,,false,
333,Proxy,Thu Dec 29 18:12:38 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,8,0,,false,
334,Proxy,Thu Dec 29 18:12:38 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,10,0,,false,
335,Proxy,Thu Dec 29 18:12:39 PET 2022,GET,http://localhost:45100/vercalendario/44,200,OK,129,3227,Medio,false,"Script,Comment"
336,Proxy,Thu Dec 29 18:12:40 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,10,0,,false,
337,Proxy,Thu Dec 29 18:12:40 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,11,0,,false,
338,Proxy,Thu Dec 29 18:12:40 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/jspdf/1.3.4/jspdf.debug.js,200,OK,4610,602210,Medio,false,Comment
339,Proxy,Thu Dec 29 18:12:40 PET 2022,GET,https://cdnjs.cloudflare.com/ajax/libs/html2pdf.js/0.10.1/html2pdf.bundle.min.js,200,OK,12135,905956,Medio,false,"Script,Comment"
340,Proxy,Thu Dec 29 18:12:56 PET 2022,GET,http://localhost:45100/44/verasistencias/2022-11-10?asistencias=2&faltas=0,200,OK,154,3879,Medio,false,"Script,Comment"
343,Proxy,Thu Dec 29 18:12:56 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,8,0,,false,
344,Proxy,Thu Dec 29 18:12:56 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,11,0,,false,
345,Proxy,Thu Dec 29 18:12:57 PET 2022,GET,https://www.gstatic.com/charts/loader.js,200,OK,445,67015,Bajo,false,Comment
348,Proxy,Thu Dec 29 18:12:57 PET 2022,GET,https://www.gstatic.com/charts/51/loader.js,200,OK,101,49299,Bajo,false,Comment
350,Proxy,Thu Dec 29 18:12:57 PET 2022,GET,https://www.gstatic.com/charts/51/css/core/tooltip.css,200,OK,102,1524,Bajo,false,Comment
353,Proxy,Thu Dec 29 18:12:57 PET 2022,GET,https://www.gstatic.com/charts/51/css/util/util.css,200,OK,1587,12720,Bajo,false,Comment
355,Proxy,Thu Dec 29 18:12:58 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_graphics_module.js,200,OK,4309,24811,Bajo,false,Comment
357,Proxy,Thu Dec 29 18:12:57 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_default_module.js,200,OK,6232,269363,Medio,false,"Script,Comment"
358,Proxy,Thu Dec 29 18:12:58 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_corechart_module.js,200,OK,6326,8077,Bajo,false,Comment
359,Proxy,Thu Dec 29 18:12:58 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_ui_module.js,200,OK,6859,519614,Bajo,false,"Script,Comment"
360,Proxy,Thu Dec 29 18:13:10 PET 2022,GET,http://localhost:45100/44/verasistencias/2022-11-10?asistencias=2&faltas=0,304,Not Modified,130,0,,false,
361,Proxy,Thu Dec 29 18:13:11 PET 2022,GET,http://localhost:45100/stylesheets/style-side-bar.css,304,Not Modified,4,0,,false,
362,Proxy,Thu Dec 29 18:13:11 PET 2022,GET,http://localhost:45100/stylesheets/style-table.css,304,Not Modified,13,0,,false,
363,Proxy,Thu Dec 29 18:13:11 PET 2022,GET,https://www.gstatic.com/charts/51/loader.js,200,OK,875,49299,Bajo,false,Comment
364,Proxy,Thu Dec 29 18:13:12 PET 2022,GET,https://www.gstatic.com/charts/51/css/util/util.css,200,OK,118,12720,,false,
365,Proxy,Thu Dec 29 18:13:12 PET 2022,GET,https://www.gstatic.com/charts/51/css/core/tooltip.css,200,OK,406,1524,Bajo,false,Comment
366,Proxy,Thu Dec 29 18:13:12 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_corechart_module.js,200,OK,504,8077,Bajo,false,Comment
367,Proxy,Thu Dec 29 18:13:12 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_default_module.js,200,OK,2540,269363,Medio,false,"Script,Comment"
368,Proxy,Thu Dec 29 18:13:12 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_graphics_module.js,200,OK,5064,24811,Bajo,false,Comment
369,Proxy,Thu Dec 29 18:13:12 PET 2022,GET,https://www.gstatic.com/charts/51/js/jsapi_compiled_ui_module.js,200,OK,7745,519614,Bajo,false,"Script,Comment"
